trial, SCC: 2030
1, 5.972807599509395
2, 7.5441091824773325
3, 2.20837584361146
4, 11.540530006284229
5, 6.922834500627919
6, 9.755596760362327
7, 13.706843900659525
8, -1.9975717369331094
9, 6.796545142342946
10, 7.684025848582843
11, 4.093027776571004
12, 11.693284441502733
13, 5.4771362732586475
14, 0.9443792583754376
15, -0.34419245599824
16, 4.30623356081699
17, -0.3972133262640054
18, 0.626842385645511
19, 9.631067205380283
20, 7.551118499002602
21, 5.88261230886221
22, 15.406338288872485
23, -0.5698906022543437
24, 15.490125588393234
25, 4.428828443703246
26, 11.117050122335474
27, 23.376460860093246
28, 0.7909444693959709
29, -2.166859940262847
30, 20.076759932139744
31, 2.0578125918744536
32, 0.5564922243529109
33, 11.240305039919688
34, -1.0730955616129634
35, 2.9592949755848315
36, -0.4819431507204284
37, 7.817025919838379
38, 9.295839504244396
39, 7.661249811836898
40, 18.646404438470796
41, 7.651367198757138
42, -0.01655325743520275
43, 3.6040928272541115
44, 8.181340009952237
45, 5.17340936141053
46, 24.790420783127296
47, 0.8844604873161857
48, 7.6865616418553095
49, 1.9411833349954526
50, 0.9406900582547131
51, 5.696014619634192
52, 10.966763006954489
53, 2.822708050482392
54, 10.992778131275418
55, 2.980332765815558
56, 4.590473775074496
57, 19.870149794613248
58, 5.064323635009599
59, 2.2217168558050475
60, 1.8579525482134072
61, -0.16875333862061037
62, 0.2557290520408556
63, 6.588820286760287
64, 0.9460093731209855
65, 4.827629014916177
66, 5.875420497913476
67, 18.241062696999418
68, 3.055575252506702
69, 3.8076331471679703
70, 4.544869217705296
71, 4.215752504655681
72, 17.207488801921468
73, 7.641399036509201
74, 6.867483535030319
75, 3.026368809873851
76, 5.030622614708953
77, 13.814152389632929
78, 3.833274427698095
79, 3.9552370375947827
80, 12.702510935329672
81, -6.475671707885137
82, -3.8085265863173574
83, 7.528476014781564
84, 6.88035350864768
85, 8.07849275590171
86, 6.12990211694362
87, 4.155144352229292
88, 5.016300192527068
89, 4.135205199798781
90, -0.5355147451687022
91, -2.8103263321450758
92, 2.315182869460945
93, 5.180611661620595
94, 2.805566304558038
95, 4.191839492488977
96, 9.311212411083316
97, 0.6354189896478225
98, 2.3457797977295782
99, 4.226849313995536
100, 6.679437619777417
101, -0.0705432775293765
102, 1.3928253605800336
103, 7.434682813601272
104, 3.1760804217907443
